registration_no,category,name,email,telephone,address,validity,exchange_name,trade_name
MF/069/12/01,Registered Mutual Funds,PPFAS MF,,,"81/82, 8th Floor, Sakhar Bhavan, Ramanth Goenka Marg, 230, , Nariman Point, Mumbai - 400 021, MUMBAI, MAHARASHTRA, 400001","Oct 11, 2012 - Perpetual",,
MF/028/96/4,Registered Mutual Funds,Quant Mutual Fund,,,"Premises No. 2/90, Block-P,, Connaught Circus, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","Jul 03, 1996 - Perpetual",,
MF/051/05/02,Registered Mutual Funds,QUANTUM MF,,,"1st Floor, Apeejay House, 3 Dinshaw Vachha Road, Backbay Reclamation,, Churchgate,, MUMBAI, MAHARASHTRA, 400020","Dec 02, 2005 - Perpetual",,
MF/077/21/03,Registered Mutual Funds,SAMCO MUTUAL FUND,,,"1003 A Wing 10th Floor Naman Midtown, Senapati Bapat Marg, MUMBAI, MAHARASHTRA, 400013","Jul 30, 2021 - Perpetual",,
MF/009/93/3,Registered Mutual Funds,SBI MF,,,"9th Floor, Crescenzo, C - 38 & 39, G Block,  , Bandra Kurla Complex, Bandra (East), Mumbai -, MUMBAI, MAHARASHTRA, 400051","Dec 23, 1993 - Perpetual",,
MF/017/94/4,Registered Mutual Funds,SHRIRAM MF,,,"Wockhardt Towers, 2nd Floor, East Wing, C-2, G Block,,  Bandra Kurla Complex, Bandra(East), MUMBAI, MAHARASHTRA, 400051","Nov 21, 1994 - Perpetual",,
MF/034/97/2,Registered Mutual Funds,SUNDARAM MF,,,"21, Patullos Road, CHENNAI, TAMIL NADU, 600002","Jan 03, 1997 - Perpetual",,
MF/023/95/9,Registered Mutual Funds,Tata Mutual Fund,,,"1903, B Wing,, Parinee Crescenzo, G Block, BKC,, MUMBAI, MAHARASHTRA, 400051","Jun 30, 1995 - Perpetual",,
MF/002/93/,Registered Mutual Funds,TAURUS MF,,,"Office No. 401, 402, 4th Floor,, Jaisingh Business Centre, Sahar Road, Andheri East, MUMBAI, MAHARASHTRA, 400099","Sep 21, 1993 - Perpetual",,
MF/086/25/12,Registered Mutual Funds,The Wealth Company Mutual Fund,,,"Pantomath Nucleus House,Saki Vihar Road, Andheri East, Mumbai, MUMBAI, MAHARASHTRA, 400072","Jul 18, 2025 - Perpetual",,
MF/075/19/01,Registered Mutual Funds,TRUST MUTUAL FUND,,,"101, 1st Floor, Naman Corporate Link Centre, G-Block,, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Oct 07, 2019 - Perpetual",,
MF/082/24/08,Registered Mutual Funds,Unifi Mutual Fund,,,"11, Kakani Towers, 3rd Floor,, 15, Khader Nawaz Khan Road,, CHENNAI, TAMIL NADU, 600006","Nov 13, 2024 - Perpetual",,
MF/066/11/01,Registered Mutual Funds,Union Mutual Fund,,,"Unit 503, 5th Floor, Leela Business Park,, Andheri Kurla Road, Andheri (East), MUMBAI, MAHARASHTRA, 400059","Nov 08, 2016 - Perpetual",,
MF/048/03/01,Registered Mutual Funds,UTI  MF,,,"UTI TOWER, GN BLOCK, BANDRA KURLA COMPLEX, , BANDRA (EAST), MUMBAI, MAHARASHTRA, 400051","Jan 14, 2003 - Perpetual",,
MF/091/26/17,Registered Mutual Funds,WEALTH FIRST PORTFOLIO MANAGERS LIMITED,,,"F-31, 3rd Floor, Commerce House-4,, Sur No. 1319/1301/1, 100Ft Road, Anand Nagar Char Rasta, Anand Nagar, Jodhpur Char Rasta,, AHMEDABAD, GUJARAT, 380015","Mar 25, 2026 - Perpetual",,
MF/074/18/02,Registered Mutual Funds,WhiteOak Capital Mutual Fund,,,"Unit No.B4, 6th Floor, Cnergy, Appasaheb Marathe Marg, Prabhadevi, MUMBAI, MAHARASHTRA, 400025","Jul 03, 2018 - Perpetual",,
MF/080/23/06,Registered Mutual Funds,Zerodha Mutual Fund,,,"Indiqube Penta, New No. 51 (Old No.14), Richmond Road, BANGALORE, KARNATAKA, 560025","Aug 11, 2023 - Perpetual",,
:,Registered Foreign Venture Capital Investors,,,,,,,
IN/FVCI/18-19/0466,Registered Foreign Venture Capital Investors,2589555 Ontario Limited,,,"5650 Yonge Street, Toronto, Ontario, M2M 4H5, 000000","Mar 07, 2019 - Perpetual",,
IN/FVCI/00-01/01,Registered Foreign Venture Capital Investors,2I CAPITAL PCC,,,,"Jan 10, 2001 - Perpetual",,
IN/FVCI/25-26/0596,Registered Foreign Venture Capital Investors,3one4 Capital Greenstage Fund,,,,"Dec 08, 2025 - Perpetual",,
IN/FVCF/11-12/0166,Registered Foreign Venture Capital Investors,ACCEL GROWTH FVCI (MAURITIUS) LTD,,,"Suites 340-345, Barkly Wharf, Le Caudan Waterfront, P.O. Box 1070, Port Louis","Apr 13, 2011 - Perpetual",,
IN/FVCF/15-16/0238,Registered Foreign Venture Capital Investors,ACCEL GROWTH III FVCI(MAURITIUS) LTD,,,"C/o International proximity, Ebene Esplanade, 24 Bank Street, CyberCity, Ebene","Aug 12, 2015 - Perpetual",,
IN/FVCF/13-14/0201,Registered Foreign Venture Capital Investors,ACCEL INDIA III (MAURITIUS) LIMITED,,,"608 St James Court, St Denis Street, Port Louis","Apr 12, 2013 - Perpetual",,
IN/FVCF/15-16/0246,Registered Foreign Venture Capital Investors,ACCEL INDIA IV (MAURITIUS) LIMITED,,,"5th Floor, Ebene Esplanade, 24 Bank Street, Cybercity, Ebene, 522333","Feb 17, 2016 - Perpetual",,
IN/FVCI/09-10/132,Registered Foreign Venture Capital Investors,ACCEL INDIA VENTURE II (MAURITIUS) LTD,,,"Fifth Floor, Ebene Esplanade,, 24 Cybercity, Ebene","May 18, 2009 - Perpetual",,
IN/FVCF/11-12/0174,Registered Foreign Venture Capital Investors,ACCEL X FVCI (MAURITIUS) LTD,,,"Suites 340-345, Barkly Wharf, Le Caudan Waterfront, P.O. Box 1070, Port Louis","Jul 11, 2011 - Perpetual",,
IN/FVCF/15-16/0237,Registered Foreign Venture Capital Investors,ACCEL XII FVCI (MAURITIUS) LTD,,,"C/o AAMIL (Mauritius) LtdSuites 340-345, Barkly Wharf, Le Caudan Waterfront, P.O. Box 1070, Port Louis","Aug 03, 2015 - Perpetual",,
IN/FVCI/18-19/0455,Registered Foreign Venture Capital Investors,Actis Greengen Limited,,,"co SGG CORPORATE SERVICES MAURITIUS LTD, 33, EDITH CAVELL STREET, PORT LOUIS, 11324","Nov 14, 2018 - Perpetual",,
IN/FVCF/10-11/0157,Registered Foreign Venture Capital Investors,ACTIS INFRASTRUCTURE INDIA PCC LIMITED,,,"C/o INTERNATIONAL MANAGEMENT (MAURITIUS) LIMITED, LES CASCADES, EDITH CAVELL STREET, PORT LOUIS","Sep 15, 2010 - Perpetual",,
IN/FVCI/07-08/81,Registered Foreign Venture Capital Investors,ADITI INVESTMENTS HOLDINGS LIMITED,,,,"Jun 01, 2007 - Perpetual",,
IN/FVCI/25-26/0599,Registered Foreign Venture Capital Investors,AG&P TERMINALS & LOGISTICS (SINGAPORE) PTE. LTD.,,,,"Feb 02, 2026 - Perpetual",,
IN/FVCI/23-24/0557,Registered Foreign Venture Capital Investors,Agility Fanar General Trading FZE,,,"B34B Location B34B S33O212WS12, Jebel Ali Free Zone, Dubai, PO Box 449713, 999999","Jan 10, 2024 - Perpetual",,
IN/FVCI/23-24/0536,Registered Foreign Venture Capital Investors,AGL Duo Investment I Pte Ltd,,,"10, Changi Business Park,, Central 2, 01-02,  Hansapoint, 486030","May 11, 2023 - Perpetual",,
IN/FVCI/08-09/124,Registered Foreign Venture Capital Investors,AIF III SUB PVT/ LTD (SPONSERED BY UTI),,,,"Feb 10, 2009 - Perpetual",,
IN/FVCF/10-11/0162,Registered Foreign Venture Capital Investors,AIRRO (MAURITIUS) HOLDINGS II,,,"TEMPLE COURT 2, LABOURDONNAIS STREET, PORT LOUIS","Dec 07, 2010 - Perpetual",,
IN/FVCI/19-20/0474,Registered Foreign Venture Capital Investors,Alpha Asia Holdings II Pte Ltd,,,"10 Changi Business Park Central 2, 05-01, Hansapoint@CBP, 486030","Jul 05, 2019 - Perpetual",,
IN/FVCI/05-06/19,Registered Foreign Venture Capital Investors,AMBADEVI MAURITIUS HOLDING LIMITED,,,,"Jul 01, 2005 - Perpetual",,
IN/FVCI/02-03/03,Registered Foreign Venture Capital Investors,AMERICORP VENTURES LIMITED,,,"10th Floor, Standard Chartered Tower,  19 Cybercity, Ebene, Mauritius, EBENE CYBERCITY, MAURITIUS, 400021","May 30, 2002 - Perpetual",,
IN/FVCI/20-21/0486,Registered Foreign Venture Capital Investors,AMP Capital Infrastructure Investment No. 2 S.a.r.l,,,"14 , rue Edward Steichen, 2540","Oct 07, 2020 - Perpetual",,
IN/FVCI/06-07/42,Registered Foreign Venture Capital Investors,AOC PARTNERS APGF,,,,"May 05, 2006 - Perpetual",,
IN/FVCI/03-04/08,Registered Foreign Venture Capital Investors,AOF HS MAURITIUS LTD,,,,"Aug 05, 2003 - Perpetual",,
IN/FVCI/18-19/0456,Registered Foreign Venture Capital Investors,APAC LNG INVESTMENTS PTE LTD,,,"OCBC Centre, 65 Chulia Street, 47 04, 049513","Nov 28, 2018 - Perpetual",,
IN/FVCF/12-13/0193,Registered Foreign Venture Capital Investors,APF II INDIA INVESTMENTS PRIVATE LIMITED,,,"C/o Apex Fund Services (Mauritius) Ltd, 4th Floor, Raffles Tower, 19 Cybercity, Ebene","Sep 13, 2012 - Perpetual",,
IN/FVCI/02-03/04,Registered Foreign Venture Capital Investors,AQUARIUS VENTURES PTE LTD,,,,"Jun 13, 2002 - Perpetual",,
IN/FVCI/06-07/57,Registered Foreign Venture Capital Investors,ARES INVESTMENTS,,,,"Nov 21, 2006 - Perpetual",,
IN/FVCF/10-11/0163,Registered Foreign Venture Capital Investors,ARGONAUT CAPITAL,,,"C/o International Financial Services Limited, IFS Court, TwentyEight, , Cybercity, Ebene,","Dec 08, 2010 - Perpetual",,
IN/FVCI/20-21/0483,Registered Foreign Venture Capital Investors,Arvon Investments Pte. Ltd.,,,"60B Orchard Road, 06-18 Tower 2, The Atrium Orchard, 238891","May 14, 2020 - Perpetual",,
IN/FVCI/04-05/13,Registered Foreign Venture Capital Investors,ASCENDAS PROPERTY FUND (INDIA) PTE LTD,,,,"Feb 24, 2005 - Perpetual",,
IN/FVCI/05-06/39,Registered Foreign Venture Capital Investors,ASHOKA INVESTMENT HOLDINGS LTD,,,,"Mar 29, 2006 - Perpetual",,
IN/FVCI/18-19/0468,Registered Foreign Venture Capital Investors,Asia Connectivity Pte Ltd,,,"65 Chulia Street, 47-04 OCBC Centre, 049513","Mar 19, 2019 - Perpetual",,
IN/FVCI/21-22/0511,Registered Foreign Venture Capital Investors,Asia Healthcare Holdings Pte. Ltd.,,,"83 Clemenceau Avenue,, 11 01 UE Square,, 239920","Oct 01, 2021 - Perpetual",,
IN/FVCF/10-11/0164,Registered Foreign Venture Capital Investors,ASTRO PROJECTS HOLDING LIMITED,,,"Astro Project Holdings Ltd, c/o Abax Corporate Services Ltd,, 6th Floor, Tower A, 1 CyberCity, Ebene","Mar 22, 2011 - Perpetual",,
IN/FVCI/07-08/80,Registered Foreign Venture Capital Investors,ATHENA INDIA OPPORTUNITIES,,,,"May 10, 2007 - Perpetual",,
IN/FVCI/25-26/0579,Registered Foreign Venture Capital Investors,AUGUST ENERGY APAC PTE. LTD.,,,,"Jun 19, 2025 - Perpetual",,
IN/FVCI/07-08/79,Registered Foreign Venture Capital Investors,AUREOS OFFSHORE INDIA OPPORTUNITIES FUND LLC,,,,"Apr 05, 2007 - Perpetual",,
IN/FVCI/05-06/37,Registered Foreign Venture Capital Investors,AUREOS SOUTH ASIA FUND LLC,,,,"Feb 22, 2006 - Perpetual",,
IN/FVCI/05-06/16,Registered Foreign Venture Capital Investors,AVLP ASIAN INVESTMENTS,,,,"Jun 08, 2005 - Perpetual",,
IN/FVCF/10-11/0156,Registered Foreign Venture Capital Investors,BAIN CAPITAL INDIA VENTURE CAPITAL INVESTMENTS,,,"C/o Citco (Mauritius) Limited, 9th Floor, Medine Mews,, La Chaussee Street, Port Louis","Aug 31, 2010 - Perpetual",,
IN/FVCI/06-07/69,Registered Foreign Venture Capital Investors,BARING PRIVATE EQUITY ASIA III MAURITIUS HOLDINGS (2) LIMITED,,,"608, ST JAMES COURT, ST DENIS STREET, PORT LOUIS","Feb 09, 2007 - Perpetual",,
IN/FVCI/06-07/74,Registered Foreign Venture Capital Investors,BATTERY VENTURE VII MAURITIUS,,,,"Mar 02, 2007 - Perpetual",,
IN/FVCI/25-26/0603,Registered Foreign Venture Capital Investors,BCP ASIA II TOPCO V PTE. LTD.,,,,"Feb 20, 2026 - Perpetual",,
IN/FVCF/13-14/0208,Registered Foreign Venture Capital Investors,BCP V SINGAPORE FVCI PTE. LTD.,,,"ONE MARINA BOULEVARD, #28-00, 018989","Sep 24, 2013 - Perpetual",,
IN/FVCI/07-08/87,Registered Foreign Venture Capital Investors,BEACON INDIA INVESTORS LTD/,,,,"Aug 23, 2007 - Perpetual",,
IN/FVCI/23-24/0537,Registered Foreign Venture Capital Investors,BECIS SEA Pte. Ltd,,,"82 Amoy Street, 02-00, 069901","May 11, 2023 - Perpetual",,
IN/FVCI/05-06/36,Registered Foreign Venture Capital Investors,BESSEMER VENTURE PARTNERS TRUST,,,,"Feb 20, 2006 - Perpetual",,
IN/FVCI/20-21/0492,Registered Foreign Venture Capital Investors,Beta Oryx Limited,,,"3408 34  Al Maqam, Abu Dhabi Global Market Al Maryah Island Abu Dhabi, 000000","Jan 13, 2021 - Perpetual",,
IN/FVCI/18-19/0471,Registered Foreign Venture Capital Investors,BIF III FVCI Holdings India I Pte Ltd,,,"Income at Raffles, 16 Collyer Quay, 24 01, 049318","Mar 27, 2019 - Perpetual",,
IN/FVCI/21-22/0503,Registered Foreign Venture Capital Investors,BIF IV Renewables FVCI Holdings DIFC Limited,,,"Unit 02 Level 16 ICD Brookfield Place, Dubai International Financial Centre, Dubai, 507234","Jun 17, 2021 - Perpetual",,
IN/FVCF/15-16/0245,Registered Foreign Venture Capital Investors,BLACK RIVER FOOD 2 PTE. LTD.,,,"Black River Food 2 Pte. Ltd., c/o Black River Asset Management (Asia) Pte.,, 300 Beach Road, #23-01 The Concourse,, 199555","Jan 18, 2016 - Perpetual",,
IN/FVCI/06-07/58,Registered Foreign Venture Capital Investors,BLACKSTONE FP CAPITAL PARTNERS(MAURITIUS) V LTD,,,,"Nov 26, 2006 - Perpetual",,
IN/FVCI/06-07/49,Registered Foreign Venture Capital Investors,BLACKSTONE GPV CAPITAL PARTNERS MAURITIUS V-C LTD,,,,"Jul 28, 2006 - Perpetual",,
IN/FVCI/23-24/0554,Registered Foreign Venture Capital Investors,BLUE LEAF ENERGY INDIA INVESTMENTS PTE. LTD.,,,"3 ANSON ROAD 07 01 SPRINGLEAF TOWER, SINGAPORE, 079909","Dec 01, 2023 - Perpetual",,
IN/FVCI/24-25/0567,Registered Foreign Venture Capital Investors,BRE Asia III India Holdings Limited,,,"Level 6 Tower A , 1 Exchange Square, 72201","Oct 05, 2024 - Perpetual",,
IN/FVCI/18-19/0444,Registered Foreign Venture Capital Investors,BRE Asia Urban Holdings Ltd,,,"C o Abax Corporate Services Limited, 6th floor, Tower A, 1 Cyber City, Ebene, Republic of Mauritius, 522333","Jul 30, 2018 - Perpetual",,
IN/FVCI/21-22/0502,Registered Foreign Venture Capital Investors,BREP Asia II EIP Holding NQ Pte Ltd,,,"77 Robinson Road, 13 00 Robinson 77, 068896","Apr 30, 2021 - Perpetual",,
IN/FVCI/21-22/0509,Registered Foreign Venture Capital Investors,BREP Asia II Indian Holding Co I NQ Pte Ltd,,,"77 Robinson road, 13-00 Robinson 77, 068896","Sep 02, 2021 - Perpetual",,
IN/FVCI/20-21/0496,Registered Foreign Venture Capital Investors,BREP ASIA II Indian Holding Co III NQ Pte Ltd,,,"77 Robinson Road, 13 00 Robinson 77, 068896","Feb 11, 2021 - Perpetual",,
IN/FVCI/21-22/0505,Registered Foreign Venture Capital Investors,BREP Asia III India Holding Co II Pte Ltd,,,"3 Church Street, 30 01 Samsung Hub, SINGAPORE, SINGAPORE, 049483","Jun 22, 2021 - Perpetual",,
IN/FVCI/23-24/0531,Registered Foreign Venture Capital Investors,"BrightNight India, B.V.",,,"Basisweg 10, 1043AP Amsterdam, 1043AP","Apr 05, 2023 - Perpetual",,
IN/FVCI/06-07/46,Registered Foreign Venture Capital Investors,BTS INDIA PRIVATE EQUITY FUND LIMITED,,,,"Jun 20, 2006 - Perpetual",,
IN/FVCI/25-26/0572,Registered Foreign Venture Capital Investors,BVP INDIA 2 HOLDINGS,,,,"Apr 28, 2025 - Perpetual",,
IN/FVCI/22-23/0523,Registered Foreign Venture Capital Investors,BVP India Holdings,,,"Sanne House, Bank Street, TwentyEight Cybercity, Ebene, 72201","Nov 23, 2022 - Perpetual",,
IN/FVCI/09-10/133,Registered Foreign Venture Capital Investors,CADUCEUS ASIA MAURITIUS LTD/,,,,"Jun 22, 2009 - Perpetual",,
IN/FVCF/09-10/0058,Registered Foreign Venture Capital Investors,CAMBRIDGE (MAURITIUS) LIMITED,,,"c/o Multiconsult Limited, Les Cascades Building,Edvith Cavell Street,, Port Louis,","Dec 04, 2009 - Perpetual",,
IN/FVCI/09-10/142,Registered Foreign Venture Capital Investors,CAMBRIDGE (MAURITIUS) LIMITED,,,"c/o Multiconsult Limited, Les Cascades Building,Edvith Cavell Street,, Port Louis,","Oct 12, 2009 - Perpetual",,
IN/FVCI/26-27/0615,Registered Foreign Venture Capital Investors,CC ASIA II INDIA HOLDINGS PTE. LTD.,,,,"May 15, 2026 - Perpetual",,
IN/FVCI/18-19/0470,Registered Foreign Venture Capital Investors,CDC Group Plc,,,"123 VICTORIA STREET, LONDON, UNITED KINGDOM, SW1E 6DE, 000000","Mar 19, 2019 - Perpetual",,
IN/FVCF/13-14/0206,Registered Foreign Venture Capital Investors,CDC INDIA OPPORTUNITIES LIMITED,,,"123 VICTORIA STREET, LONDON SW1E 6DE","Sep 13, 2013 - Perpetual",,
IN/FVCF/17-18/0253,Registered Foreign Venture Capital Investors,CDC South Asia Renewables Limited,,,"Level 1, 123 Victoria Street, , London, SW1E 6DE","Jun 27, 2017 - Perpetual",,
IN/FVCI/22-23/0529,Registered Foreign Venture Capital Investors,CDPQ Infrastructures Asia III Inc.,,,"A12-1000 place Jean-Paul-Riopelle, Montreal, province of Quebec, H2Z2B3","Feb 27, 2023 - Perpetual",,
IN/FVCF/17-18/0252,Registered Foreign Venture Capital Investors,CDPQ INFRASTRUCTURES ASIA PTE. LTD.,,,"One Raffles Quay, 39 01 North Tower, SINGAPORE, SINGAPORE, 048583","Apr 12, 2017 - Perpetual",,
:,Registered Custodians,,,,,,,
IN/CUS/019,Registered Custodians,AXIS BANK LTD,,,"""Trishul"", 3rd floor, Opposite Samartheshwar Temple, Law Garden, Ellis Bridge, AHMEDABAD, GUJARAT, 380006",Valid Unless Suspended or Cancelled by the Board,,
IN/CUS/023,Registered Custodians,BNP PARIBAS,,,"BNP PARIBAS HOUSE, 1 NOTHER AVENUE, MAKER MAXITY, BANDRA-KURLA COMPLEX, BANDRA (EAST), MUMBAI, MAHARASHTRA, 400051",Valid Unless Suspended or Cancelled by the Board,,
4,Registered Custodians,CITI BANK N.A.,,,"TRENT HOUSE, G, BLOCK, PLOT NO 60, BANDRA KURLA COMPLEX, BANDRA EAST, MUMBAI, MAHARASHTRA, 400051",Valid Unless Suspended or Cancelled by the Board,,
IN/CUS/026,Registered Custodians,DBS Bank India Limited,custodyindia@dbs.com,9102266131268,"GF Nos.11 & 12 & FF- Nos.110 to 115, CAPITAL POINT BKS MARG,, CONNAUGHT PLACE, DELHI, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001",Valid Unless Suspended or Cancelled by the Board,,
3,Registered Custodians,DEUTSCHE BANK AG,,,"DB House Hazarimal Somani Marg, FORT, MUMBAI, MAHARASHTRA, 400001",Valid Unless Suspended or Cancelled by the Board,,
1,Registered Custodians,HDFC BANK LIMITED,sebicompliance@hdfcbank.com,9102230752892,"HDFC BANK HOUSE, Senapati Bapat Marg,, Lower Parel (West), MUMBAI, MAHARASHTRA, 400013",Valid Unless Suspended or Cancelled by the Board,,
5,Registered Custodians,ICICI BANK LIMITED,,,"Landmark, Race course Circle, VADODARA, GUJARAT, 390007",Valid Unless Suspended or Cancelled by the Board,,
8,Registered Custodians,IL&FS SECURITIES SERVICES LIMITED,sk.mukhopadhyay@issl.co.in,9102242493000,"IL&FS House, Plot No 14, Raheja Vihar, Chandivali, Andheri (E), MUMBAI, MAHARASHTRA, 400072",Valid Unless Suspended or Cancelled by the Board,,
14,Registered Custodians,"JP MORGAN CHASE BANK, N.A.",india.operations@jpmorgan.com,9102266492587,"J.P.Morgan Tower Off C.S.T Road, Kalina, Santacruz East, MUMBAI, MAHARASHTRA, 400098",Valid Unless Suspended or Cancelled by the Board,,
IN/CUS/017,Registered Custodians,KOTAK MAHINDRA BANK LIMITED,,,"2nd Floor, Bakhtawar, 229, Nariman Point, MUMBAI, MAHARASHTRA, 400021",Valid Unless Suspended or Cancelled by the Board,,
IN/CUS/027,Registered Custodians,Nuvama Custodial Services Limited,Ecsl.Compliance@edelweissfin.com,002240635487,"EDELWEISS HOUSE, OFF CST ROAD KALINA, MUMBAI, MAHARASHTRA, 400098",Valid Unless Suspended or Cancelled by the Board,,
IN/CUS/020,Registered Custodians,ORBIS FINANCIAL CORPORATION LTD,,,"4A, Ocus Technopolis, Sector-54, Golf Club Road, GURGAON, HARYANA, 122002",Valid Unless Suspended or Cancelled by the Board,,
IN/CUS/022,Registered Custodians,SBI-SG GLOBAL SECURITIES SERVICES PVT. LTD.,,,"12th Floor State Bank Bhavan, , Madam Cama Road,, MUMBAI, MAHARASHTRA, 400021",Valid Unless Suspended or Cancelled by the Board,,
6,Registered Custodians,STANDARD CHARTERED BANK,prabhat.gupta@sc.com,9102261157553,"Standard Chartered Bank, 1 Basinghall Ave, London EC2V 5DD, LONDON, LONDON, 400009",Valid Unless Suspended or Cancelled by the Board,,
11,Registered Custodians,STOCK HOLDING CORPORATION OF INDIA LIMITED,,,"301, 3RD FLOOR, CENTREPOINT, DR. B. AMBEDKAR ROAD, PAREL, MUMBAI, MUMBAI, MAHARASHTRA, 400012",Valid Unless Suspended or Cancelled by the Board,,
9,Registered Custodians,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,,,"52 / 60 M G ROAD, FORT, MUMBAI, MAHARASHTRA, 400001",Valid Unless Suspended or Cancelled by the Board,,
IN/CUS/025,Registered Custodians,YES BANK LIMITED,nagesh.srivastava@yesbank.in,9102271009921,"YES BANK LIMITED, YES BANK House, , Off Western Express Highway, Santacruz East, MUMBAI, MAHARASHTRA, 400055",Valid Unless Suspended or Cancelled by the Board,,
:,Registered Stock Brokers (Equity Segment),,,,,,:,
INZ000333130,Registered Stock Brokers (Equity Segment),1FC SECURITIES PRIVATE LIMITED,s_panakkada@hotmail.com,0919029075122,"1201, East Point, B-wing,  12th Floor, 90 feet road, Mumbai","Apr 09, 2026 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,1FC SECURITIES PRIVATE LIMITED
INZ000284836,Registered Stock Brokers (Equity Segment),360 ONE CAPITAL MARKET PRIVATE LIMITED,compliance@bksec.com,03322437902,"ROOM NO.3/4, 7-LYONS RANGE,","Mar 27, 2026 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,360 ONE CAPITAL MARKET PRIVATE LIMITED
INZ000246535,Registered Stock Brokers (Equity Segment),4A SECURITIES LIMITED,amitkumae.4agroup@gmail.com,9101149002226,"109,DLF TOWER-A JASOLA VIHAR","Apr 10, 2012 - Perpetual",INDIAN CLEARING CORPORATION LIMITED(ICCL),4A SECURITIES LIMITED
INZ000010231,Registered Stock Brokers (Equity Segment),5PAISA CAPITAL LIMITED,teamcompliance@5Paisa.com,0917738225531,"IIFL HOUSE, SUN INFOTECH PARK, ROAD NO. 16V, B-23, MIDC, THANE INDUSTRIAL AREA, WAGLE ESTATE,","Sep 30, 2015 - Perpetual",INDIAN CLEARING CORPORATION LIMITED(ICCL),5PAISA CAPITAL LIMITED
INZ000308458,Registered Stock Brokers (Equity Segment),9 CAPITAL CONSULTANTS LLP,9CAPITALCON@GMAIL.COM,919820483601,"602, GANESH DARSHAN, L.T. ROAD, BORIVALI WEST,","Sep 20, 2022 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,9 CAPITAL CONSULTANTS LLP
INZ000216930,Registered Stock Brokers (Equity Segment),A C AGARWAL SHARE BROKERS PRIVATE LIMITED,aca.compliance@acagarwal.com,912652361059,"406 , Payal Co Op Soc. Sayajiganj","Jan 13, 2009 - Perpetual",INDIAN CLEARING CORPORATION LIMITED(ICCL),A C AGARWAL SHARE BROKERS PRIVATE LIMITED
INB011326437,Registered Stock Brokers (Equity Segment),A C AGARWAL SHARE BROKERS PRIVATE LIMITED,,,,"Nov 23, 2010 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,A C AGARWAL SHARE BROKERS PRIVATE LIMITED
INB260992939,Registered Stock Brokers (Equity Segment),A C CHOKSI SHARE BROKERS PRIVATE LIMITED,,,,"Feb 22, 2013 - Perpetual",METROPOLITAN STOCK EXCHANGE,A C CHOKSI SHARE BROKERS PRIVATE LIMITED
INB030946535,Registered Stock Brokers (Equity Segment),A K STOCK BROKING SERVICES (P) LTD,,,,"Dec 06, 1996 - Perpetual",CALCUTTA STOCK EXCHANGE,A K STOCK BROKING SERVICES (P) LTD
INZ000173014,Registered Stock Brokers (Equity Segment),A SWAMINATHAN,pla.swaminathan@gmail.com,04522633111,33 II FLOOR LANDMARK MUTHUS MEDICKAL AGENCIES PREMISES NORTH KRISHNAN KOVIL STREET,"Mar 28, 2018 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,A SWAMINATHAN
INB011290633,Registered Stock Brokers (Equity Segment),A TO Z STOCK TRADE PRIVATE LIMITED,,,,"Aug 11, 2011 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,A TO Z STOCK TRADE PRIVATE LIMITED
INZ000305026,Registered Stock Brokers (Equity Segment),A&G STOCK BROKING & CO,angstockbroking@gmail.com,9102178530376655,"PLOT NO.275,AMBIKA NAGAR, MIDC ROAD SOLAPUR","Mar 07, 2022 - Perpetual",NSE Clearing Limited,A&G STOCK BROKING & CO
INZ000198136,Registered Stock Brokers (Equity Segment),A. C. CHOKSI SHARE BROKERS PVT. LTD.,COMPLIANCE@ACCHOKSI.COM,9102222044000,"ITTS HOUSE,2ND FLOOR, ROPE WALK STREET,KALAGHODA28,K.DUBASH MARG","Jan 13, 1998 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,A. C. CHOKSI SHARE BROKERS PVT. LTD.
INZ000239939,Registered Stock Brokers (Equity Segment),A. K. EQUITIES PVT. LTD.,compliance@akequities.com,0917039780793,"4th Floor, Kalpataru Heritage 127, M. G. Road, Fort","Sep 15, 2003 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,A. K. EQUITIES PVT. LTD.
INB011198539,Registered Stock Brokers (Equity Segment),A. K. EQUITIES PVT. LTD.,,,,"Sep 15, 2003 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,A. K. EQUITIES PVT. LTD.
INZ000240830,Registered Stock Brokers (Equity Segment),A. K. STOCKMART PRIVATE LIMITED,compliance.akspl@akgroup.co.in,9102267546500,"601-602, 6th Floor, Windsor, Off CST Road Kalina, Santacruz (East)","Jun 14, 2006 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,A. K. STOCKMART PRIVATE LIMITED
